Nation,Year,gas,oil,coal,flaring
Afghanistan,2020,1.0,1.0,1.0,1.0
Afghanistan,2021,0.9769589588398826,0.9965031140958113,0.9185344729234255,1.2278099308321306
Afghanistan,2022,0.9194524694679008,1.0420588891579525,0.9549824286556104,1.4081227289908913
Afghanistan,2023,0.9283392292231761,1.0781698691587107,1.0393001102979909,1.1885270875966483
Albania,2020,1.0,1.0,1.0,1.0
Albania,2021,1.0815735525904462,1.062244462295858,0.9481513818832078,1.0432919632657147
Albania,2022,1.0690876035222792,1.0360738029889207,0.9264158853662867,0.886235017627225
Albania,2023,1.1059428665125903,1.0852891209039202,0.8757533765680681,0.9039023477578535
Algeria,2020,1.0,1.0,1.0,1.0
Algeria,2021,1.1107928923336943,1.090504842594569,2.038167918840045,0.8718796991892348
Algeria,2022,1.1612157962025542,1.1314416013725128,1.427480877792344,0.9177355057522976
Algeria,2023,1.0679632912704518,1.086460186495962,1.2687533308015633,0.8897822006455938
Angola,2020,1.0,1.0,1.0,1.0
Angola,2021,1.1142531552241361,1.1098498907164005,1.23069978744425,0.9467487015688956
Angola,2022,1.0457543879658169,1.179680528055209,1.4638096627238422,1.0083208767232579
Angola,2023,0.9063645255315121,1.1942392240087105,1.9603847613764878,0.916733576730322
Antigua & Barbuda,2020,1.0,1.0,1.0,1.0
Antigua & Barbuda,2021,1.1769026495235755,1.016146865608325,0.9293013817649597,1.044081698816486
Antigua & Barbuda,2022,1.1331292738632213,1.010642277629888,0.9651790134470557,1.1216863640868884
Antigua & Barbuda,2023,1.3688584212900166,1.07565989432662,0.9815240109910284,1.279970687935487
Argentina,2020,1.0,1.0,1.0,1.0
Argentina,2021,1.0455899964362145,1.1018982919030789,1.4030899047640302,1.168282795994839
Argentina,2022,1.0437408681767228,1.1834296704034981,1.4868794561463436,1.079600572996406
Argentina,2023,1.0228802109809214,1.1723473284814696,1.2774170464264762,1.026326312806211
Armenia,2020,1.0,1.0,1.0,1.0
Armenia,2021,0.9907232079404055,1.0214997433277186,1.080975789689599,1.245417331838853
Armenia,2022,0.9377620369342043,1.0186621439792658,0.9862526180210561,1.2878904623972178
Armenia,2023,1.0197105756752365,1.045455897973428,1.0007831629191115,2.9586008995509294
Australia,2020,1.0,1.0,1.0,1.0
Australia,2021,0.9352126534176972,1.0024910899567392,0.9666418629211737,0.8325198429094535
Australia,2022,1.0214927779524077,1.0478761193400712,0.9165600162207723,0.7220889545207999
Australia,2023,0.9481101982102615,1.0550930796281162,0.8952068636618903,0.6797737424877071
Austria,2020,1.0,1.0,1.0,1.0
Austria,2021,1.0572508067756632,1.0147174563226855,1.038921857732852,1.0432919632657147
Austria,2022,0.9279459362010125,0.94908078180585,0.986439209445411,0.886235017627225
Austria,2023,0.8069752637984826,0.9616806040496442,0.9209528817294782,0.9039023477578535
Azerbaijan,2020,1.0,1.0,1.0,1.0
Azerbaijan,2021,1.0364405476585157,1.068247728284668,0.33734937316642316,1.0673424648821592
Azerbaijan,2022,1.101031095394013,1.1371220735577796,0.16867468658321158,1.4066372346825173
Azerbaijan,2023,1.2227582021020875,1.2320906585589586,0.16867468658321158,2.3631628086384096
Bahamas,2020,1.0,1.0,1.0,1.0
Bahamas,2021,1.1769026495235755,1.016146865608325,0.9293013817649597,1.044081698816486
Bahamas,2022,1.1331292738632213,1.010642277629888,0.9651790134470557,1.1216863640868884
Bahamas,2023,1.3688584212900166,1.07565989432662,0.9815240109910284,1.279970687935487
Bahrain,2020,1.0,1.0,1.0,1.0
Bahrain,2021,1.0166321577813981,1.041099812277388,1.3695874174343707,0.576518510646749
Bahrain,2022,0.9814552061682805,1.031176443217245,1.8429254370054975,0.41152647198878184
Bahrain,2023,1.0214299492561205,1.0585202438238435,3.2534982920085307,0.40448350203925104
Bangladesh,2020,1.0,1.0,1.0,1.0
Bangladesh,2021,1.0231853189496445,1.0767321372846934,0.8082815492041281,1.2498080201149229
Bangladesh,2022,0.9589477538603087,1.1327011076567008,1.0582613263310663,0.928128880956963
Bangladesh,2023,0.940183672525122,1.1119584748185538,1.4956133168429608,0.904479808405498
Barbados,2020,1.0,1.0,1.0,1.0
Barbados,2021,1.1769026495235755,1.016146865608325,0.9293013817649597,1.044081698816486
Barbados,2022,1.1331292738632213,1.010642277629888,0.9651790134470557,1.1216863640868884
Barbados,2023,1.3688584212900166,1.07565989432662,0.9815240109910284,1.279970687935487
Belarus,2020,1.0,1.0,1.0,1.0
Belarus,2021,1.0569365512416928,1.068090681746302,1.0167541518894279,1.245417331838853
Belarus,2022,1.0400783490731025,1.0271794698786139,1.1175991466709303,1.2878904623972178
Belarus,2023,0.9455257549259648,1.03322936818846,1.1565582238270924,2.9586008995509294
Belgium,2020,1.0,1.0,1.0,1.0
Belgium,2021,0.9977904958789982,1.1119460924603646,1.105968183470209,1.0432919632657147
Belgium,2022,0.8561766130553797,1.0458945537491948,1.1528849498900215,0.886235017627225
Belgium,2023,0.8063296682617161,0.9669453903624324,0.9807928606016013,0.9039023477578535
Belize,2020,1.0,1.0,1.0,1.0
Belize,2021,0.791899070780499,1.123604401036169,1.1225160684179967,1.044081698816486
Belize,2022,1.7839792501549585,1.160877079449983,0.7771699525273384,1.1216863640868884
Belize,2023,3.2748286735989303,1.1884451095324138,0.8943312686793049,1.279970687935487
Benin,2020,1.0,1.0,1.0,1.0
Benin,2021,1.3285440763400689,1.1783635103351455,1.3895861084895569,0.9467487015688956
Benin,2022,1.27253207260425,1.1886721806212635,1.2771130105721467,1.0083208767232579
Benin,2023,1.2332884491787492,1.1635451526635814,1.205709170103147,0.916733576730322
Bermuda,2020,1.0,1.0,1.0,1.0
Bermuda,2021,1.1769026495235755,1.016146865608325,0.9293013817649597,1.044081698816486
Bermuda,2022,1.1331292738632213,1.010642277629888,0.9651790134470557,1.1216863640868884
Bermuda,2023,1.3688584212900166,1.07565989432662,0.9815240109910284,1.279970687935487
Bhutan,2020,1.0,1.0,1.0,1.0
Bhutan,2021,0.9769589588398826,0.9965031140958113,0.9185344729234255,1.2278099308321306
Bhutan,2022,0.9194524694679008,1.0420588891579525,0.9549824286556104,1.4081227289908913
Bhutan,2023,0.9283392292231761,1.0781698691587107,1.0393001102979909,1.1885270875966483
Bolivia,2020,1.0,1.0,1.0,1.0
Bolivia,2021,1.1044811469885643,1.0369553780882421,1.3102313176996234,0.8107075039888568
Bolivia,2022,1.1846719729715742,1.0776179787503342,0.9755831291345701,0.9518969977993662
Bolivia,2023,1.3158735371278338,1.1528321977713663,1.0870185833111419,0.8822948064356853
Botswana,2020,,1.0,1.0,1.0
Botswana,2021,,1.0761579287177274,1.3060855515280374,0.9467487015688956
Botswana,2022,,1.1582729079990508,1.4838515827417382,1.0083208767232579
Botswana,2023,,1.2146498623256465,1.501797330649657,0.916733576730322
Brazil,2020,1.0,1.0,1.0,1.0
Brazil,2021,1.2871321027069629,1.051939403049756,1.2131740609762087,0.9506808374528242
Brazil,2022,1.0179457827637068,1.0995273436944442,0.9971125229019053,0.8821688030850843
Brazil,2023,0.954311117630502,1.1353260524193385,0.9752406704549283,1.1622934253227357
Brunei,2020,1.0,1.0,1.0,1.0
Brunei,2021,0.9769589588398826,0.9965031140958113,0.9185344729234255,1.2581970352571175
Brunei,2022,0.9194524694679008,1.0420588891579525,0.9549824286556104,0.5454689911873395
Brunei,2023,0.9283392292231761,1.0781698691587107,1.0393001102979909,0.7381797463921064
Bulgaria,2020,1.0,1.0,1.0,1.0
Bulgaria,2021,1.1305702875856676,1.1357483285062977,1.2611335138030568,1.0432919632657147
Bulgaria,2022,0.925633009611321,1.1745446503658399,1.5040044003194752,0.886235017627225
Bulgaria,2023,0.8648759632508481,1.0199283639609427,0.921997333368039,0.9039023477578535
Burkina Faso,2020,1.0,1.0,1.0,1.0
Burkina Faso,2021,1.3285440763400689,1.1783635103351455,1.3895861084895569,0.9467487015688956
Burkina Faso,2022,1.27253207260425,1.1886721806212635,1.2771130105721467,1.0083208767232579
Burkina Faso,2023,1.2332884491787492,1.1635451526635814,1.205709170103147,0.916733576730322
Burundi,2020,1.0,1.0,1.0,1.0
Burundi,2021,1.160510660861734,1.0691047114055505,1.1062781140825,0.9467487015688956
Burundi,2022,1.2410260703826401,1.0508857153852023,1.214347751791203,1.0083208767232579
Burundi,2023,1.2784123358345751,1.0785154403422905,1.3551488813101613,0.916733576730322
Cambodia,2020,1.0,1.0,1.0,1.0
Cambodia,2021,0.9769589588398826,0.9965031140958113,0.9185344729234255,1.2278099308321306
Cambodia,2022,0.9194524694679008,1.0420588891579525,0.9549824286556104,1.4081227289908913
Cambodia,2023,0.9283392292231761,1.0781698691587107,1.0393001102979909,1.1885270875966483
Canada,2020,1.0,1.0,1.0,1.0
Canada,2021,1.0289510409008675,1.011851645688232,0.8977901901027074,1.0071750170185778
Canada,2022,1.0739260602680816,1.039325790147942,0.731824406755165,0.909388487999879
Canada,2023,1.0471566241501318,1.0139215573865312,0.7044452742987514,1.0322810855546032
Cape Verde,2020,1.0,1.0,1.0,1.0
Cape Verde,2021,1.3285440763400689,1.1783635103351455,1.3895861084895569,0.9467487015688956
Cape Verde,2022,1.27253207260425,1.1886721806212635,1.2771130105721467,1.0083208767232579
Cape Verde,2023,1.2332884491787492,1.1635451526635814,1.205709170103147,0.916733576730322
Central African Republic,2020,1.0,1.0,1.0,1.0
Central African Republic,2021,1.1142531552241361,1.1098498907164005,1.23069978744425,0.9467487015688956
Central African Republic,2022,1.0457543879658169,1.179680528055209,1.4638096627238422,1.0083208767232579
Central African Republic,2023,0.9063645255315121,1.1942392240087105,1.9603847613764878,0.916733576730322
Chad,2020,1.0,1.0,1.0,1.0
Chad,2021,1.1142531552241361,1.1098498907164005,1.23069978744425,0.9467487015688956
Chad,2022,1.0457543879658169,1.179680528055209,1.4638096627238422,1.0083208767232579
Chad,2023,0.9063645255315121,1.1942392240087105,1.9603847613764878,0.916733576730322
Chile,2020,1.0,1.0,1.0,1.0
Chile,2021,1.0942186657362556,1.077697381344587,1.1088966890508225,1.044081698816486
Chile,2022,1.1652211306354066,1.1379226195158514,0.9056287924213029,1.1216863640868884
Chile,2023,1.124935576197725,1.1391932485518272,0.6669003772643615,1.279970687935487
China,2020,1.0,1.0,1.0,1.0
China,2021,1.1296745163799504,1.0567144408693916,1.0390095366083145,0.9326489114763996
China,2022,1.1218899122018662,1.0728448354332285,1.0425264269368661,0.8578915991893903
China,2023,1.2026659424393533,1.1430060410245308,1.0912707116278522,0.8347737519437766
Colombia,2020,1.0,1.0,1.0,1.0
Colombia,2021,0.9621991711532096,1.1212662065581358,0.6625734149903014,0.8604648457638173
Colombia,2022,0.9590295983456121,1.1901758466780452,0.5971487043131443,0.6548328817895682
Colombia,2023,0.9947999146840303,1.2222054778253257,0.9131033280299893,0.8512747295376151
Comoros,2020,1.0,1.0,1.0,1.0
Comoros,2021,1.160510660861734,1.0691047114055505,1.1062781140825,0.9467487015688956
Comoros,2022,1.2410260703826401,1.0508857153852023,1.214347751791203,1.0083208767232579
Comoros,2023,1.2784123358345751,1.0785154403422905,1.3551488813101613,0.916733576730322
Congo,2020,1.0,1.0,1.0,1.0
Congo,2021,1.1142531552241361,1.1098498907164005,1.23069978744425,0.9467487015688956
Congo,2022,1.0457543879658169,1.179680528055209,1.4638096627238422,1.0083208767232579
Congo,2023,0.9063645255315121,1.1942392240087105,1.9603847613764878,0.916733576730322
Cook Islands,2020,1.0,1.0,1.0,1.0
Cook Islands,2021,0.9769589588398826,0.9965031140958113,0.9185344729234255,1.2278099308321306
Cook Islands,2022,0.9194524694679008,1.0420588891579525,0.9549824286556104,1.4081227289908913
Cook Islands,2023,0.9283392292231761,1.0781698691587107,1.0393001102979909,1.1885270875966483
Costa Rica,2020,1.0,1.0,1.0,1.0
Costa Rica,2021,0.791899070780499,1.123604401036169,1.1225160684179967,1.044081698816486
Costa Rica,2022,1.7839792501549585,1.160877079449983,0.7771699525273384,1.1216863640868884
Costa Rica,2023,3.2748286735989303,1.1884451095324138,0.8943312686793049,1.279970687935487
Cote D Ivoire,2020,1.0,1.0,1.0,1.0
Cote D Ivoire,2021,1.3285440763400689,1.1783635103351455,1.3895861084895569,0.9467487015688956
Cote D Ivoire,2022,1.27253207260425,1.1886721806212635,1.2771130105721467,1.0083208767232579
Cote D Ivoire,2023,1.2332884491787492,1.1635451526635814,1.205709170103147,0.916733576730322
Cuba,2020,1.0,1.0,1.0,1.0
Cuba,2021,1.1769026495235755,1.016146865608325,0.9293013817649597,1.044081698816486
Cuba,2022,1.1331292738632213,1.010642277629888,0.9651790134470557,1.1216863640868884
Cuba,2023,1.3688584212900166,1.07565989432662,0.9815240109910284,1.279970687935487
Cyprus,2020,,1.0,1.0,1.0
Cyprus,2021,,1.055183675658885,2.9605524751894614,1.0432919632657147
Cyprus,2022,,1.1199771015701379,2.194679225810261,0.886235017627225
Cyprus,2023,,1.1348764074612254,1.9978846239387964,0.9039023477578535
Czech Republic,2020,1.0,1.0,1.0,1.0
Czech Republic,2021,1.071735193779582,1.0538637965166615,1.0361157910231527,1.0432919632657147
Czech Republic,2022,0.8716760480393324,1.029743530782178,1.0620485184591935,0.886235017627225
Czech Republic,2023,0.7914444503031488,0.9566282773414202,0.8992471764277697,0.9039023477578535
Democratic People S Republic Of Korea,2020,1.0,1.0,1.0,1.0
Democratic People S Republic Of Korea,2021,0.9769589588398826,0.9965031140958113,0.9185344729234255,1.2278099308321306
Democratic People S Republic Of Korea,2022,0.9194524694679008,1.0420588891579525,0.9549824286556104,1.4081227289908913
Democratic People S Republic Of Korea,2023,0.9283392292231761,1.0781698691587107,1.0393001102979909,1.1885270875966483
Democratic Republic Of The Congo,2020,1.0,1.0,1.0,1.0
Democratic Republic Of The Congo,2021,1.1142531552241361,1.1098498907164005,1.23069978744425,0.9467487015688956
Democratic Republic Of The Congo,2022,1.0457543879658169,1.179680528055209,1.4638096627238422,1.0083208767232579
Democratic Republic Of The Congo,2023,0.9063645255315121,1.1942392240087105,1.9603847613764878,0.916733576730322
Denmark,2020,1.0,1.0,1.0,1.0
Denmark,2021,1.0201856648818386,1.0733761359011025,1.3318611819078094,0.930462707851232
Denmark,2022,0.7289296735003391,1.117815671038271,1.3082938285903558,0.8263808611746232
Denmark,2023,0.701911360969207,1.1078718004147676,0.8690942122819089,0.7178255973295518
Djibouti,2020,1.0,1.0,1.0,1.0
Djibouti,2021,1.160510660861734,1.0691047114055505,1.1062781140825,0.9467487015688956
Djibouti,2022,1.2410260703826401,1.0508857153852023,1.214347751791203,1.0083208767232579
Djibouti,2023,1.2784123358345751,1.0785154403422905,1.3551488813101613,0.916733576730322
Dominica,2020,1.0,1.0,1.0,1.0
Dominica,2021,1.1769026495235755,1.016146865608325,0.9293013817649597,1.044081698816486
Dominica,2022,1.1331292738632213,1.010642277629888,0.9651790134470557,1.1216863640868884
Dominica,2023,1.3688584212900166,1.07565989432662,0.9815240109910284,1.279970687935487
Dominican Republic,2020,1.0,1.0,1.0,1.0
Dominican Republic,2021,1.1769026495235755,1.016146865608325,0.9293013817649597,1.044081698816486
Dominican Republic,2022,1.1331292738632213,1.010642277629888,0.9651790134470557,1.1216863640868884
Dominican Republic,2023,1.3688584212900166,1.07565989432662,0.9815240109910284,1.279970687935487
Ecuador,2020,1.0,1.0,1.0,1.0
Ecuador,2021,1.0566575768315423,1.1626057412338247,1.9586143963227747,1.044081698816486
Ecuador,2022,0.9092863901015096,1.21801213848052,2.848974258316239,1.1216863640868884
Ecuador,2023,0.8370507709182766,1.2813452423466056,2.451809446665303,1.279970687935487
Egypt,2020,1.0,1.0,1.0,1.0
Egypt,2021,1.0654613558389505,1.0704444564482989,1.616092728963879,0.91560315271854
Egypt,2022,1.039153122565793,1.1186686757394253,1.4019349143625623,0.8598074118373086
Egypt,2023,1.029780893259832,1.1058519783933551,1.5943175368646805,0.8509006499376797
El Salvador,2020,1.0,1.0,1.0,1.0
El Salvador,2021,0.791899070780499,1.123604401036169,1.1225160684179967,1.044081698816486
El Salvador,2022,1.7839792501549585,1.160877079449983,0.7771699525273384,1.1216863640868884
El Salvador,2023,3.2748286735989303,1.1884451095324138,0.8943312686793049,1.279970687935487
Equatorial Guinea,2020,1.0,1.0,1.0,1.0
Equatorial Guinea,2021,1.1142531552241361,1.1098498907164005,1.23069978744425,0.9467487015688956
Equatorial Guinea,2022,1.0457543879658169,1.179680528055209,1.4638096627238422,1.0083208767232579
Equatorial Guinea,2023,0.9063645255315121,1.1942392240087105,1.9603847613764878,0.916733576730322
Estonia,2020,1.0,1.0,1.0,1.0
Estonia,2021,1.1308428283504945,1.0454238619885947,1.0911119384222638,1.0432919632657147
Estonia,2022,0.9386505429436575,1.079319725923317,1.176987357497392,0.886235017627225
Estonia,2023,0.8600962399154544,0.9451621001149695,0.9456007919055219,0.9039023477578535
Ethiopia,2020,1.0,1.0,1.0,1.0
Ethiopia,2021,1.160510660861734,1.0691047114055505,1.1062781140825,0.9467487015688956
Ethiopia,2022,1.2410260703826401,1.0508857153852023,1.214347751791203,1.0083208767232579
Ethiopia,2023,1.2784123358345751,1.0785154403422905,1.3551488813101613,0.916733576730322
Faeroe Islands,2020,1.0,1.0,1.0,1.0
Faeroe Islands,2021,1.0815735525904462,1.062244462295858,0.9481513818832078,1.0432919632657147
Faeroe Islands,2022,1.0690876035222792,1.0360738029889207,0.9264158853662867,0.886235017627225
Faeroe Islands,2023,1.1059428665125903,1.0852891209039202,0.8757533765680681,0.9039023477578535
Falkland Islands,2020,1.0,1.0,1.0,1.0
Falkland Islands,2021,1.1044811469885643,1.0369553780882421,1.3102313176996234,1.044081698816486
Falkland Islands,2022,1.1846719729715742,1.0776179787503342,0.9755831291345701,1.1216863640868884
Falkland Islands,2023,1.3158735371278338,1.1528321977713663,1.0870185833111419,1.279970687935487
Fiji,2020,1.0,1.0,1.0,1.0
Fiji,2021,0.9769589588398826,0.9965031140958113,0.9185344729234255,1.2278099308321306
Fiji,2022,0.9194524694679008,1.0420588891579525,0.9549824286556104,1.4081227289908913
Fiji,2023,0.9283392292231761,1.0781698691587107,1.0393001102979909,1.1885270875966483
Finland,2020,1.0,1.0,1.0,1.0
Finland,2021,0.9998391709452024,1.0213087128703195,1.081241578142295,1.0432919632657147
Finland,2022,0.5426560608728982,1.0215950524981137,1.058368038153209,0.886235017627225
Finland,2023,0.576510027491779,1.0579895681004952,0.7820476070910635,0.9039023477578535
France,2020,1.0,1.0,1.0,1.0
France,2021,1.0605811690926448,1.0624532262989634,1.3404649281675962,1.0432919632657147
France,2022,0.9455171008665666,0.9415826107230406,1.150698508711904,0.886235017627225
France,2023,0.8344454093542654,0.9858537827295971,0.8821090160840555,0.9039023477578535
French Guiana,2020,1.0,1.0,1.0,1.0
French Guiana,2021,1.1044811469885643,1.0369553780882421,1.3102313176996234,1.044081698816486
French Guiana,2022,1.1846719729715742,1.0776179787503342,0.9755831291345701,1.1216863640868884
French Guiana,2023,1.3158735371278338,1.1528321977713663,1.0870185833111419,1.279970687935487
French Polynesia,2020,1.0,1.0,1.0,1.0
French Polynesia,2021,0.9769589588398826,0.9965031140958113,0.9185344729234255,1.2278099308321306
French Polynesia,2022,0.9194524694679008,1.0420588891579525,0.9549824286556104,1.4081227289908913
French Polynesia,2023,0.9283392292231761,1.0781698691587107,1.0393001102979909,1.1885270875966483
Gabon,2020,1.0,1.0,1.0,1.0
Gabon,2021,1.1142531552241361,1.1098498907164005,1.23069978744425,0.9467487015688956
